LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ZAF,RESEARCHER,TOT,1000EMPLOYED,A,2019,1.734450765,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,1996,5.04830172,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,1997,5.184503051,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,1998,5.758639251,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,1999,5.843793287,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2000,5.843480574,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2001,6.357927124,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2002,7.392287033,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2003,7.846101847,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2004,8.298468442,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2005,8.937737643,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2006,9.413122618,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2007,10.0821411,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2008,10.57996495,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2009,11.60808572,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2010,12.2114945,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2011,12.55982551,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2012,12.86955325,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2013,12.83679406,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2014,12.85840878,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2015,12.93413869,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2016,13.05945952,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2017,13.20349114,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2018,13.46846154,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2019,13.84002213,
TWN,RESEARCHER,TOT,1000EMPLOYED,A,2020,14.21553643,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,1991,4.902406467,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,1992,5.09089104,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,1993,5.220068552,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,1994,5.312949838,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,1995,5.44432904,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,1996,5.670999135,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,1997,5.73549271,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,1998,5.887362823,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,1999,6.023153817,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2000,6.084929745,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2001,6.293092276,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2002,6.420031549,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2003,6.749452617,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2004,6.783736496,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2005,6.944391315,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2006,7.030277244,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2007,7.075046851,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2008,7.252037717,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2009,7.601322462,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2010,7.645752998,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2011,7.829203327,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2012,7.920514935,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2013,8.108439474,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2014,8.251248666,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2015,8.340499928,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2016,8.346900903,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2017,8.59000636,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2018,8.914404455,
OECD,RESEARCHER,TOT,1000EMPLOYED,A,2019,9.109471499,
CHE,RESEARCHER,TOT,1000EMPLOYED,A,1992,4.45732732,
CHE,RESEARCHER,TOT,1000EMPLOYED,A,1996,5.661187228,
CHE,RESEARCHER,TOT,1000EMPLOYED,A,2000,6.4908941,
CHE,RESEARCHER,TOT,1000EMPLOYED,A,2004,6.173193563,
CHE,RESEARCHER,TOT,1000EMPLOYED,A,2008,5.652026375,
CHE,RESEARCHER,TOT,1000EMPLOYED,A,2012,7.655891581,
CHE,RESEARCHER,TOT,1000EMPLOYED,A,2015,8.935902368,
CHE,RESEARCHER,TOT,1000EMPLOYED,A,2017,8.839719217,
CHE,RESEARCHER,TOT,1000EMPLOYED,A,2019,9.368051317,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,1997,26.12749636,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,1999,27.82532864,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2001,28.6413957,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2003,29.27949641,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2005,31.62358091,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,33.53255741,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2008,34.07858303,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,35.2307761,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2010,35.73055791,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,36.20387029,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2012,36.20125356,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,36.94737943,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2014,37.43128436,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,37.38333876,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2016,37.58172927,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,38.06400387,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2018,38.75966392,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,38.59091425,
NOR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2020,38.66218722,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2003,31.5700922,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2012,32.76174041,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,33.0225612,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2014,34.59287644,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,34.74514656,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2016,33.68204352,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,33.45024962,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2018,33.20991339,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,32.80736189,
MEX,RESEARCHER,WOMEN,PC_RESEARCHER,A,2020,32.32480311,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,1999,7528,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2000,8395,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2001,8409,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2002,9024,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2003,8905,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2004,9730.18,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2005,10826.62,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2006,11294.6,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2007,12034.15,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2008,12613.07,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2009,12436.73,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2010,12197.97,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2011,12936.03,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2012,13101.67,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2013,14537.2,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2014,14814.61,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2015,15252.17,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2016,14971.42039,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2017,16004.81852,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2018,16461,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2019,17313,
CZE,RESEARCHER,WOMEN,HEADCOUNT,A,2020,17992,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2001,10.74897281,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2002,11.20719291,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2003,11.57468891,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2004,11.88357492,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2005,11.94429523,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2006,12.40976803,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,13.01152611,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2008,13.03581914,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,13.6214343,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2010,13.77650877,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,13.96754059,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2012,14.41108732,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,14.63493074,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2014,14.69842048,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,15.25364894,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2016,15.70470457,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,16.17511174,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2018,16.56203442,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,16.86800824,
JPN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2020,17.47393683,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,1998,20.37835938,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,1999,19.81240229,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2000,18.31967579,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2001,18.20631214,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2002,18.77511479,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2003,18.79556468,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2004,18.81635765,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2005,19.58729,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2006,20.46455997,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,20.03239388,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2008,20.114393,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,20.55955354,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2010,20.91091381,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,21.53488656,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2012,21.74920579,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,21.9374491,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2014,22.06434758,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,22.1691324,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2016,22.3365495,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,22.55308076,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2018,22.61453515,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2019,22.65426406,
TWN,RESEARCHER,WOMEN,PC_RESEARCHER,A,2020,22.88159657,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,1997,18255,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,1998,17606,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,1999,19317,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2000,23173,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2001,23663,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2002,25407,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2003,26738,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2004,28075,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2005,30239,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2006,32686,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2007,37401,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2008,38832,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2009,41528,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2010,44671,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2011,48984,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2012,56081,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2013,60179,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2014,66974,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2015,71136,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2016,70414,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2017,78056,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2018,84701,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2019,90168,
TUR,RESEARCHER,WOMEN,HEADCOUNT,A,2020,94682,
GRC,RESEARCHER,TOT,HEADCOUNT,A,1993,16080,
GRC,RESEARCHER,TOT,HEADCOUNT,A,1995,18147,
GRC,RESEARCHER,TOT,HEADCOUNT,A,1997,20643,
GRC,RESEARCHER,TOT,HEADCOUNT,A,1999,29559,
GRC,RESEARCHER,TOT,HEADCOUNT,A,2001,26340,
GRC,RESEARCHER,TOT,HEADCOUNT,A,2003,28058,
GRC,RESEARCHER,TOT,HEADCOUNT,A,2005,33396,
GRC,RESEARCHER,TOT,HEADCOUNT,A,2011,45239,
GRC,RESEARCHER,TOT,HEADCOUNT,A,2013,53744,
GRC,RESEARCHER,TOT,HEADCOUNT,A,2015,60736,
GRC,RESEARCHER,TOT,HEADCOUNT,A,2017,61616,
GRC,RESEARCHER,TOT,HEADCOUNT,A,2019,66451,
GRC,RESEARCHER,TOT,HEADCOUNT,A,2020,72234,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,1998,5901,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2002,8192,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2004,10427,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2006,12541,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2007,14172,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2009,16877,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2011,19020,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2013,21145,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2015,23020,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2017,25144,
AUT,RESEARCHER,WOMEN,HEADCOUNT,A,2019,28319,
KOR,RESEARCHER,TOT,HEADCOUNT,A,1997,138438,
KOR,RESEARCHER,TOT,HEADCOUNT,A,1998,129767,
KOR,RESEARCHER,TOT,HEADCOUNT,A,1999,134568,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2000,159973,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2001,178937,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2002,189888,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2003,198171,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2004,209979,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2005,234702,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2006,256598,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2007,289098,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2008,300050,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2009,323175,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2010,345912,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2011,375176,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2012,401724,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2013,410333,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2014,437447,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2015,453262,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2016,460769,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2017,482796,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2018,514170,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2019,538136,
KOR,RESEARCHER,TOT,HEADCOUNT,A,2020,558045,
NLD,RESEARCHER,TOT,HEADCOUNT,A,1999,50987,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2000,52718,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2001,55305,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2002,53476,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2003,53300,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2004,60588,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2005,57782,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2006,65031,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2007,60106,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2008,60969,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2009,54505,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2010,64829,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2011,84072.2629,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2012,107184.2145,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2013,116610,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2014,117573,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2015,118902,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2016,124568,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2017,124834,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2018,130153,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2019,136034,
NLD,RESEARCHER,TOT,HEADCOUNT,A,2020,139928,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2000,58124,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2001,59630,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2002,64333,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2003,66712.57031,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2004,69271.76,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2005,70346.8,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2006,73763.116,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2007,77439.0608,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2008,79160.5079,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2009,79722.7025,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2010,82256,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2011,86635,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2012,90816,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2013,93145.08,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2014,101295.54,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2015,103521.04,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2016,111034,
FRA,RESEARCHER,WOMEN,HEADCOUNT,A,2017,117754,
SGP,RESEARCHER,TOT,HEADCOUNT,A,1997,11302,
SGP,RESEARCHER,TOT,HEADCOUNT,A,1998,12655,
SGP,RESEARCHER,TOT,HEADCOUNT,A,1999,13817,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2000,20800,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2001,20645,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2002,21531,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2003,23513,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2004,25251,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2005,27969,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2006,29478,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2007,31657,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2008,33363,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2009,34384,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2010,36556,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2011,38006,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2012,38421,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2013,40358,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2014,40699,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2015,43159,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2016,43177,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2017,42838,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2018,43329,
SGP,RESEARCHER,TOT,HEADCOUNT,A,2019,46125,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,1999,34.05445729,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2001,34.72609099,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2003,39.35172022,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2005,39.28291023,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2006,38.55244755,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2007,37.8487057,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2008,37.8487057,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2009,42.5945658,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2011,37.3372801,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2013,43.83194279,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2015,45.64750134,
ISL,RESEARCHER,WOMEN,PC_RESEARCHER,A,2017,46.39175258,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2002,15512,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2003,15877,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2004,16641,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2005,17653,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2006,18567,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2007,19406.8,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2008,21040,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2009,20900.9,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2010,20801.17,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2011,22357.5,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2012,17895,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2013,32084,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2015,33117,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2017,34721,
IRL,RESEARCHER,TOT,HEADCOUNT,A,2019,37003,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2007,2744.265233,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2008,2912.316963,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2009,2833,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2010,3062,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2011,2889.1,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2012,3235.75,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2013,3362.3825,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2014,3872.499689,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2015,4297.104167,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2016,4689.5,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2017,4955.582,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2018,5016.3549,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2019,5372.364888,
CHL,RESEARCHER,WOMEN,HEADCOUNT,A,2020,5493.964278,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2002,44133,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2003,44500,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2004,47363,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2005,48757,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2006,49253,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2007,51278,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2008,54624,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2009,55858,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2010,59403,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2011,63207,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2013,66724,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2015,73709,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2017,78867,
BEL,RESEARCHER,TOT,HEADCOUNT,A,2019,91757,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2001,85207,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2002,88674,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2003,96133,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2004,98690,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2005,102948,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2006,108547,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2007,114942,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2008,116106,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2009,121141,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2010,123181,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2011,124686,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2012,127836,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2013,130603,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2014,136206,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2015,138420,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2016,144126,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2017,150545,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2018,154964,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2019,158927,
JPN,RESEARCHER,WOMEN,HEADCOUNT,A,2020,166304,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,1997,33.44815582,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,1998,32.56691515,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,1999,33.29369183,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2000,34.32426828,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2001,35.2180384,
TUR,RESEARCHER,WOMEN,PC_RESEARCHER,A,2002,35.6399394,
